1179,"Well, look at that old lady. She's, she's walking a cat on a leash. "
1181,"Look, I-I-I don't wanna hear about Mrs. Spencer, Morty! She's an idiot! Alright, alright, there. W-what about that, Morty? "
1184,"Oh, really, Morty? Are you sure you haven't seen that somewhere in real life before? "
1186,"You're missing the point, Morty. Why would he drive a smaller toaster with wheels? I mean, does your car look like a smaller version of your house? No. "
1188,"Well, that would be obvious to you, Morty, if you'd been paying attention. "
1193,"Yeah, it's a special fuel I invented to travel through space faster than anybody else. These Zigerions are always trying to scam me out of my secrets, but they made a big mistake this time, Morty. They dragged you into this. Now they're gonna pay! "
1195,"We'll scam the scammers, Morty. And we're gonna take them for everything they've got. "
1231,"Morty, relax. It's just a bunch of 1s and 0s out there. You're gonna be fine.   Yo, deejay, drop that beat. "
1234,"Uh-oh, Morty. This crowd looks too small for one of our famous rap concerts. I don't think we can perform our new song, ""The Recipe for Concentrated Dark Matter,"" for a crowd this tiny. "
1237,"Now that's more like it! Morty, here we go. Let me hear everybody say ""hey-oh!"" yeah!   "
1241,"Yo, everyone whose first name begins with an ""L"" who isn't Hispanic, walk in a circle the same number of times as the square root of your age times ten!   Run, Morty! Before the system reboots! "
1249,"Out of the simulation, Morty. Normally, the chamber operates like a treadmill, with the virtual world disappearing behind us and being rendered in front of us as we move through it, but while it's frozen, Morty, we can get to...the edge. Here we go.   "
1251,"Come on, Morty. "
1257,"Keep your eyes peeled for the central processing room, Morty. That's how we're gonna scam these idiots. "
1259,"It's an obsession for them at this point. The Zigerions have been trying to outsmart me for years, Morty. Every time they do, I'm one step ahead of them.   Grab as many processors as you can carry, Morty. These guys aren't good at much, but they're really good at making these chips. "
1261,"Don't worry about it, Morty. There's plenty of them, you little goofball.   Come here, Morty! Oh, I gotcha! "
1263,"Nothing wrong with just a little bit of horseplay every now and then, little fella. "
1266,"Totes malotes, dawg. "
1268,"Believe it, Morty. And once again, I'm flying away with everything I can carry, and the Zigerions got nothing of mine. "
1292,"Get in, Morty. I'm gonna be able to use these processors to make some real important science stuff.   "
1297,Uhh... 
1299,"Uh, yeah, until I get home before you and change the combination, you bunch of idiots! "
1302,RUN MORTY! 
1314,Jerry?! 
1316,What are you doing here? W-why are you dressed like a waiter? Screw it. We don't have time. Come on.   
1319,"Man up, Jerry! I may need you to work the lasers. "
1321,I guess they really do have concentrated dark matter. 
1323,"Yeah. Yeah, yeah, yeah. Uh, check the engine room. We just need cesium, Plutonic quarks, and bottled water. "
1325,"Wow, Morty. Lucky break. Grab that bucket. Okay, two parts Plutonic quarks, one part cesium. "
1327,"Now empty the water bottle into the bucket and pour it all into the fuel tank so we can get the hell out of here! What are you doing, Morty?! There's no time! "
1329,"Oh, no. "
1334,You simulated my grandson's genitalia?! Y-y-you bunch of diabolical sons of bitches! 
1337,"All right. Okay. All right, great. Wonderful. You win. Can we go home now? "
1343,"Hey, Jerry, don't worry about it. So what if the most meaningful day of your life was a simulation operating at minimum capacity? "
1345,"Maybe you're right, Jerry. Maybe you're right. "
1353,"Why don't you ask the smartest people in the universe, Jerry? Oh, yeah. You can't. They blew up. "
1364,"Hey, Morty. "
1366,"Hey, little buddy. H-h-how you doing in here right now? "
1368,"Y-y-you're a good kid, Morty. Y-you're a real l-little c-character, Morty. "
1370,"You know, I had a really rocky road today, M-Morty. You're my little friend, aren't you? We had some good times together, huh, M-Morty? We You're a real true hero out in the field. You're a... You're a real trouper, huh, M-M-Morty? "
1372,"I really appreciate you, Morty. "
1374,  You little son of a bitch! Y-y- are you a simulation?! Huh?! Are you a simulation?! 
1376,You little son of a bitch! 
1379,"I-I-I'm sorry, Morty. Y-you're a good... You're a good kid, Morty. "
1381,Y-you're a good... You're a good kid.   
1389,Run! 
1392,"Morty, do it! Hit the button now! "
1394,"  Morty, I already told you, it's not your family! They're clones from an alternate reality possessed by demonic alien spirits from another dimension's future! Do you need a mnemonic device or something? Just hit the button already! "
1399,"Good work, Morty. "
1403,"  Y-You know, these demonic alien spirits are really valuable! "
1405,"You okay, Morty? Told you not to trust that tuna. "
1407,"I dunno, Morty. Some people would pay top dollar for that kinda breakthrough. "
1410,"Whoa whoa whoa,   come on, Morty! D-D-Don't be like that! The universe is a crazy and chaotic place! "
1412,"Oh yeah, Morty. Yeah, t-t-that- that's real easy to say from the sidekick position. But--But, uh, h-how about next time you be in charge, then we'll talk about how simple and fun it is. "
1414,"Okay, fine. But let's make it interesting, Morty. I-I-If your adventure sucks, and we bail halfway through it, you lose the right to bitch about all future adventures. Plus, you have to do my laundry for a month. "
1416,Every 10th. 
1419,Washing dishes? 
1422,Yeah just don't do it. 
1425,"Wow. Hat trick. All right, Morty, let's put a pin in this. I got to help your pathetic family. "
1427,"Oh, Morty, you done did it this time. It's on. I can't wait to watch your adventure lay a huge fart. As for you dingdongs... This is a Meeseeks box. Let me show you how it works. You press this. "
1430,"You make a request. Mr. Meeseeks, open Jerry's stupid mayonnaise jar. "
1433,The Meeseeks fulfills the request. 
1437,And then it stops existing. 
1440,"Trust me, they're fine with it. Knock yourselves out just keep your requests simple. They're not gods. "
1463,"God, Morty, what a boring start to an adventure. Why didn't we just go to Kentucky?  "
1465,Can't wait.  
1468,"Oh, my God, so embarrassing. "
1471,Yeah. Beginner's luck. 
1503,"All right, Morty. We're in your stupid giant's castle. What do we do next? "
1506,"Uh-oh, Morty. Startin' to get a little hairy. What do you want to do, boss? "
1509,"Just give up, Morty. This is game over. I'll take us home right now. You just say the word. "
1513,"Oh, boy. He looks pretty bad down there, Morty. Looks like he's bleeding out. "
1520,"Ooh, boy, Morty, you're really showing me how it's done. Real straightforward and fun. "
1539,"Oh, great adventure, buddy. Rick and Morty go to giant prison. You know, if somebody drops the soap, it's gonna land on our heads and crush our spines, Morty. You know, it'll be really easy to rape us after that. "
1541,"How? They took my portal gun. This is an open-and-shut case, Morty. You know, what do you think's gonna happen, some magical angel's gonna show up and then-  "
1544,W-what the hell is he talking about? 
1548,"All right, Morty, looks like the portal gun's still working. You ready to head home? "
1550,"Morty, cut your losses. This is obviously awash.  "
1553,"Oh, boy, Morty. "
1555,"What do you say, Morty? "
1576,"Yeah, Morty, this is the part of the story everybody loves scaling down 650,000 oversized steps. "
1581,"What are you looking at, mother-  "
1585,"Yeah, yeah, yeah, how about some scotch whiskey? You got any of that around here? Or just a bunch of nonsense words? "
1588,25 shmeckels? I don't know how much I don't know what that is. Is that a lot? Is it a little? 
1593,"Morty, your adventure's in a spiral. For real, man, time to pull out. "
1595,"Uh, because it's lame? "
1597,Whatever.  
1649,"Read 'em and weep, fellas!   Oh, hey, Morty. Listen, I'm really sorry about all that stuff I said earlier about your adventure. I'm havin' a good time, Morty. It's not so bad.  "
1651,"We can't leave now, Morty. I'm on fire! "
1654,"Okay. Listen, Morty. I just won a bunch of shmeckels. Why don't we use 25 of them to pay slippery stair here for a ride back to the village, and then we'll give the rest of the shmeckels to the villagers, huh? "
1656,"Sure, Morty. Yeah. You know, a good adventure needs a good ending.  "
1679,"Good job, Morty. Looks like you won the bet.  "
1681,"Well, you know, maybe that's why it could use a little cleaning up every now and then, you know. This one's wrapped up neat and clean because we did it Morty style. "
1693,What the hell happened to this place? 
1695,"Hey, it's not my fault that Jerry's an idiot. "
1698,"Well, you know, I do have a Fleeseeks box. "
1700,"What? It just has a mop and some floor wax in it. Wubba lubba dub dubs!   Yeah! That's my new thing! I'm kind of like what's his name Arsenio. Isn't that it's what Arsenio used to say on his show. Wobble gobba lop bops! Right? See you next week, everybody. "
1720,"""I should get her pregnant, and then she'll have to marry me ,"""
1722,"Sorry, please proceed with your story about banging my daughter in high school, I'm not sure you want to take romantic advice from this guy, Morty, His marriage is hanging from a thread,"
1724,"Jerry, it's your house -- whatever you say it is is how it is -- but I think a blind man could see that Beth is looking for the door, I barely have a reason to care, and even I noticed,"
1726,"Listen, Morty, I hate to break it to you, but what people call ""love"" is just a chemical reaction that compels animals to breed, It hits hard, Morty, then it slowly fades, leaving you stranded in a failing marriage, I did it, Your parents are gonna do it, Break the cycle, Morty, Rise above, Focus on science,  "
1729,"Morty, hand me that screwdriver, huh? I'm almost finished making my ionic defibulizer, Morty, It's gonna be great,"
1731,"Morty, that's such a poor use of my time, It's beneath me, Hand me the screwdriver,"
1733,"  You're growing up fast, Morty, You're growing into a real big thorn straight up into my ass, Listen, this is called oxytocin, I extracted it from a vole, Do you know what a vole is, Morty? You know what a vole is? It's a -- it's a rodent that mates for life, Morty, This is the chemical released in a mammal's brain, you know, that makes it fall in love, All right, Morty, I just got to combine it with some of your DNA,"
1735,"A hair, Morty, I need one of your hairs, This isn't ""Game of Thrones,"""
1737,"All right, Morty, Whoever you smear this stuff on will fall in love with you, and only you, forever, Are you happy now, Morty?"
1739,"W-w-w-what am I, a hack? Go nuts, Morty, It's foolproof, Eh, unless she has the flu,"
1778,"Well, Summer, there's always the possibility that she made the whole work thing up, Maybe Davin's digging around in her insides,"
1780,"Well, she's my daughter, Summer, I outrank you, Or family means nothing, in which case don't play that card,"
1784,"Not for the men they cheat on, no,"
1787,"I'm sorry, Summer, Your opinion means very little to me, How come you're not at this stupid dance everyone loves so much?"
1791,"Uh-oh,"
1801,"Morty, come on! We got to get you out of here, You're not gonna believe this because it usually never happens, but I made a mistake,   Come on, Morty, We got to get out of here, Come on,"
1809,"I didn't realize when I gave you that serum that Jessica had the flu -- you know, t-t-t-t-t-t-t-that might have been valuable information for me, Morty,"
1811,"What does it look like? T-t-t-the serum is piggybacking on the virus, It's gone airborne, Morty,"
